ccm4_0_12_ctrl_domain,ccm4_0_12_ctrl_title,ccm4_0_12_ctrl_id,ccm4_0_12_ctrl_specification,ccm4_0_12_ctrl_maps2_aicpa_2017_ctrls,ccm4_0_12_ctrl_maps2_aicpa_2017_gap_level,ccm4_0_12_ctrl_maps2_aicpa_2017_addendum,ccm4_0_12_ctrl_maps2_ccmv3_0_1_ctrls,ccm4_0_12_ctrl_maps2_ccmv3_0_1_gap_level,ccm4_0_12_ctrl_maps2_ccmv3_0_1_addendum,ccm4_0_12_ctrl_maps2_cis_v8_ctrls,ccm4_0_12_ctrl_maps2_cis_v8_gap_level,ccm4_0_12_ctrl_maps2_cis_v8_addendum,ccm4_0_12_ctrl_maps2_isf_sogp_2022_ctrls,ccm4_0_12_ctrl_maps2_isf_sogp_2022_gap_level,ccm4_0_12_ctrl_maps2_isf_sogp_2022_addendum,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_addendum,ccm4_0_12_ctrl_maps2_iso_2700x_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_2700x_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_2700x_2022_addendum,ccm4_0_12_ctrl_maps2_nist_800_53r5_ctrls,ccm4_0_12_ctrl_maps2_nist_800_53r5_gap_level,ccm4_0_12_ctrl_maps2_nist_800_53r5_addendum,ccm4_0_12_ctrl_maps2_nist_csf_1_1_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_1_1_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_1_1_addendum,ccm4_0_12_ctrl_maps2_nist_csf_2_0_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_2_0_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_2_0_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_addendum
Application & Interface Security,Secure Application Design and Development,AIS-04,"Define and implement a SDLC process for application design, development,
deployment, and operation in accordance with security requirements defined by
the organization.
","CC6.8
CC8.1",Partial Gap,"Missing specification(s) in TSC 2017:
Requirement 'at least annually' is not covered.","AIS-01
AIS-03",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.

Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: (AIS-01) 'Applications and programming interfaces (APIs) shall be designed, developed, deployed, and tested in accordance with leading industry standards'",16.1,No Gap,N/A,SD1.2,No Gap,N/A,"27001: A.14.1.1
27002: 14.1.1
27017: 14.1.1
27001: A.14.1.2
27002: 14.1.2
27017: 14.1.2
27001: A.14.2.1
27002: 14.2.1
27017: 14.2.1",No Gap,N/A,"27001: A.5.8
27001: A.8.25
27001: A.8.26
27001: A.8.28",No Gap,N/A,"PL-2
PL-8
PL-8(1)
SA-3
SA-3(1)
SA-4
SA-4(2)
SA-4(3)
SA-4(8)
SA-4(9)
SA-5
SA-8
SA-8(1)-(7)
SA-8(9)-(13)
SA-8(15)-(20)
SA-8(22)
SA-8(24)-(28)
SA-8(30)-(33)
SA-17
SA-17(1)-(9)",No Gap,N/A,"PR.DS-6
PR.DS-7
PR.IP-2",Partial Gap,"Missing specification(s) in the CSF: 
'Define and implement a SDLC process in accordance with security requirements defined by the organization'.","ID.AM-08
PR.IR-01
PR.PS-01
PR.PS-02
PR.PS-06",No Gap,N/A,6.3,No Gap,N/A,"6.2.1
6.2.3
6.5.2",No Gap,N/A
Application & Interface Security,Automated Application Security Testing,AIS-05,"Implement a testing strategy, including criteria for acceptance of
new information systems, upgrades and new versions, which provides application
security assurance and maintains compliance while enabling organizational speed
of delivery goals. Automate when applicable and possible.
","CC6.8
CC8.1",Partial Gap,"Missing specification(s) in TSC 2017:
'criteria for acceptance of new information systems, upgrades and new
versions'
'application security assurance and (testing strategy) maintains
compliance'
'Automate when applicable and possible'.","AIS-01
AIS-03",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Automate when applicable and possible.'","16.12
16.13",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(16.12) 'Implement Code-Level Security Checks' (as part of AIS-05 testing
strategy)
(16.13) 'Conduct Application Penetration Testing' (as part of AIS-05
testing strategy).","SD2.3
SD2.5",Partial Gap,"Missing specification(s) in SOGP: 
'Automate when applicable and possible'. ","27001: A.14.2.8
27001: A.14.2.9
27001: A.12.1.2
27002: 12.1.2
27001: A.14.1.1
27002: 14.1.1
27001: A.14.2.2
27002: 14.2.2",No Gap,N/A,"27001: A.8.25
27001: A.8.29
27001: A.8.32
27002: 8.25 (e)
27002: 8.32 (d)",No Gap,N/A,"SA-11
SA-11(1)-(9)
SI-6
SI-6(2)
SI-6(3)
SI-10
SI-10(1)-(6)",No Gap,N/A,"PR.IP-2
PR.PT-3
PR.IP-12
DE.CM-8",Partial Gap,"Missing specification(s) in the CSF:  
'including criteria for acceptance of new information systems'.
'Automate when applicable and possible'. ","ID.AM-08
ID.RA-01
PR.PS-01
PR.PS-02",Partial Gap,"Missing specification(s) in the CSF:  
'including criteria for acceptance of new information systems'.
'Automate when applicable and possible'. ","A.3.2.2
A.3.2.2.1
6.6",No Gap,N/A,"6.2.4
6.4.1
6.4.2
6.5.1",Partial Gap,"Missing specification(s) in PCI DSS:
'Automate when applicable and possible'."
Application & Interface Security,Automated Secure Application Deployment,AIS-06,"Establish and implement strategies and capabilities for secure, standardized,
and compliant application deployment. Automate where possible.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,"AIS-01
AIS-03",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Automate where possible.'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"SD2.7
SD2.8",Partial Gap,"Missing specification(s) in SOGP: 
'Automate where possible'.",No mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.8.25
27001: A.8.32
27002: 8.32 (e)",Partial Gap,"Missing specification(s) in ISOs:
'compliant application deployment'.
'Automate where possible'.","SA-3
SA-3(2)
SA-3(3)
SA-4
SA-4(3)
SA-8
SA-8(31)
SA-16
SR-9
SR-9(1)",No Gap,N/A,"PR.DS-6
PR.DS-7
PR.IP-1
PR.IP-2
PR.IP-3",Partial Gap,"Missing specification(s) in the CSF: 
'secure, standardized, and compliant application deployment. Automate where possible'.","ID.AM-08
ID.RA-07
PR.IR-01
PR.PS-01
PR.PS-06",No Gap,N/A,"A.3.2.2
A.3.2.2.1
6.6",No Gap,N/A,6.5.1,Partial Gap,"Missing specification(s) in PCI DSS:
'Automate where possible'."
Application & Interface Security,Application Vulnerability Remediation,AIS-07,"Define and implement a process to remediate application security
vulnerabilities, automating remediation when possible.
","CC7.1
CC7.4
CC8.1",No Gap,N/A,TVM-02,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Automating remediation when possible.'","16.2
16.6",Partial Gap,"Missing specification(s) in CISv8:
'Automating remediation when possible'.",TM1.1,Partial Gap,"Missing specification(s) in SOGP: 
'automating remediation where possible'.","27001: A.16.1.5
27002: 16.1.5
27017: 16.1.5
27001: A.12.6.1
27002: 12.6.1
27017: 12.6.1
27018: 12.6.1",No Gap,N/A,"27001: A.5.26
27001: A.8.8
27002: 5.26 (j)",No Gap,N/A,"SI-2
SI-2(2)-(6)
SA-11
SA-11(2)
SA-15
SA-15(1)-(3)
SA-15(5)-(8)
SA-15(10)-(12)",No Gap,N/A,"PR.IP-2
PR.IP-12
DE.CM-8
RS.AN-5
RS.MI-3
PR.DS-6",No Gap,N/A,"ID.AM-08
ID.RA-01
ID.RA-06
ID.RA-08
PR.PS-02
PR.PS-06",No Gap,N/A,"6.2
6.5
6.5.1-10",No Gap,N/A,"6.3.1
11.3.1
11.3.1.1",No Gap,N/A
Business Continuity Management and Operational Resilience,Business Continuity Management Policy and Procedures,BCR-01,"Establish, document, approve, communicate, apply, evaluate and maintain
business continuity management and operational resilience policies and procedures.
Review and update the policies and procedures at least annually.
","CC5.3
CC9.1
A1.2",Partial Gap,"Missing specification(s) in TSC 2017:
'Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures'
'Review and update the policies and procedures at least annually'.","BCR-07
BCR-10
BCR-11
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
Requirement of 'at least annually' in last sentence.",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"BC1.1
BC2.1",Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5
27002: 5
27001: A.7.2.1
27001: A.17.1.2",Partial Gap,"Missing specification(s) in ISOs:
The requirement to provide a framework for setting business continuity objectives.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.29
27001: A.5.30
27001: A.5.36
27001: A.5.37
27002: 5.29
27002: 5.30",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","CP-1
CP-2
PL-2",No Gap,N/A,"ID.GV-1
ID.GV-2
ID.GV-3
ID.BE-3
ID.BE-5
RC.RP-1
RC.IM-1
RC.IM-2",Partial Gap,"Missing specification(s) in the CSF: 
'Review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
GV.OC-01
GV.OC-04
RC.RP-01
ID.IM-03
ID.IM-04",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, maintain policies and procedures'
'business continuity management and operational resilience policies and procedures'
'at least annually'.","12.1
12.1.1
12.11",Partial Gap,"Missing specification(s) in PCI DSS:
'approve business continuity management and operational resilience policies and procedures'.","12.1.1
12.1.2",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Business Continuity Management and Operational Resilience,Risk Assessment and Impact Analysis,BCR-02,"Determine the impact of business disruptions and risks to establish
criteria for developing business continuity and operational resilience strategies
and capabilities.
","CC3.1
CC3.2
A1.2
CC7.3
CC7.4
CC7.5",No Gap,N/A,BCR-09,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"BC1.2
BC2.1",No Gap,N/A,"27001: 4.2
27001: 6.1.2
27001: 6.1.3
27001: 8.2
27001: 8.3
27001: A.16.1.6
27001: A.17.1",Partial Gap,"Missing specification(s) in ISOs:
The specific references to a BIA.","27001: 4.2
27001: 6.1.2
27001: 6.1.3
27001: 8.2
27001: 8.3
27001: A.5.29
27001: A.5.30
27002: 5.29
27002: 5.30",No Gap,N/A,"CP-2
PM-8
PM-9",No Gap,N/A,"ID.RA-4
ID.RA-5
ID.BE-5",Partial Gap,"Missing specification(s) in the CSF: 
'operational resilience strategies and capabilities'.","ID.RA-04
ID.RA-05
GV.OC-04",Partial Gap,"Missing specification(s) in the CSF: 
'operational resilience strategies and capabilities'.",12.2,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: 12.2 'Identifies critical assets, threats, and vulnerabilities, and results in a formal, documented analysis of risk'.","12.3.1
12.10.1",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Business Continuity Management and Operational Resilience,Business Continuity Strategy,BCR-03,"Establish strategies to reduce the impact of, withstand, and recover
from business disruptions within risk appetite.
","CC7.3
CC7.4
CC7.5
A1.2",Partial Gap,"Missing specification(s) in TSC 2017:
'Establish strategies', 'risk appetite'.","BCR-04
BCR-06
BCR-08
BCR-09
BCR-10",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,BC1.1,No Gap,N/A,"27001: 6.1.1
27001: A.17.1.1
27001: A.17.1.2",Partial Gap,"Missing specification(s) in ISOs:
No reference to Business Continuity Strategies","27001: 6.1.1
27001: A.5.29
27001: A.5.30
27002: 5.29
27002: 5.30",No Gap,N/A,"CP-1
CP-2
CP-2(1)
CP-2(2)
CP-2(5)
CP-2(7)",No Gap,N/A,"ID.RM-2
ID.RM-3
ID.BE-5",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"GV.OC-04
GV.RM-02
GV.RM-04",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,"12.3.1
12.10.1",No Gap,N/A
Business Continuity Management and Operational Resilience,Business Continuity Planning,BCR-04,"Establish, document, approve, communicate, apply, evaluate and maintain
a business continuity plan based on the results of the operational resilience
strategies and capabilities.
","CC7.5
A1.2
A1.3",Partial Gap,"Missing specification(s) in TSC 2017:
'operational resilience strategies'.",BCR-01,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,BC2.1,No Gap,N/A,"27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: A.17.1.1
27001: A.17.1.3",Partial Gap,"Missing specification(s) in ISOs:
No reference to Business Continuity Strategies","27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: A.5.29
27001: A.5.30
27002: 5.29
27002: 5.30",No Gap,N/A,"CP-2
CP-4
PM-8",No Gap,N/A,"PR.IP-9
PR.IP-10",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, communicate, evaluate and maintain a business continuity plan'.
'based on the results of the operational resilience strategies and capabilities'.",ID.IM-04,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,"12.10.1
12.10.5",No Gap,N/A
Business Continuity Management and Operational Resilience,Documentation,BCR-05,"Develop, identify, and acquire documentation that is relevant to
support the business continuity and operational resilience programs. Make the
documentation available to authorized stakeholders and review periodically.
","CC2.1
PI1.1",Partial Gap,"Missing specification(s) in TSC 2017:
'documentation to support business continuity and operational resilience
programs'.","BCR-01
BCR-04",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,BC2.1,No Gap,N/A,"27001: 7.4
27001: 7.5",Partial Gap,"Missing specification(s) in ISOs:
No reference to Business Continuity Strategies","27001: 7.4
27001: 7.5
27001: A.5.37
27002: 5.37",No Gap,N/A,"CP-1
CP-2
CP-4",No Gap,N/A,"PR.IP-9
PR.IP-10",Partial Gap,"Missing specification in the CSF: 
'Make the documentation available to authorized stakeholders and review periodically'.",ID.IM-04,Partial Gap,"Missing specification(s) in the CSF: 
'Develop, identify, and acquire documentation that is relevant to support the business continuity and operational resilience programs'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,"12.10.1
12.10.2
12.10.6",Partial Gap,"Missing specification(s) in PCI DSS:
'operational resilience programs'."
Business Continuity Management and Operational Resilience,Business Continuity Exercises,BCR-06,"Exercise and test business continuity and operational resilience
plans at least annually or upon significant changes.
","A1.3
CC7.5",Partial Gap,"Missing specification(s) in TSC 2017:
'Exercise and test operational resilience plans'
Requirement of testing the plans 'at least annually'.",BCR-02,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'at least annually'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"BC2.1
BC2.3",No Gap,N/A,27001: A.17.1.3,Partial Gap,"Missing specification(s) in ISOs:
'Table Top Exercises'","27001: A.5.30
27002: 5.30",No Gap,N/A,"AT-3
AT-3(3)
CP-3
CP-3(1)
CP-4
CP-4(4)
IR-4
IR-4(3)",No Gap,N/A,"PR.IP-10
PR.IP-4
ID.SC-5",Partial Gap,"Missing specification(s) in the CSF: 
'at least annually or upon significant changes'.","ID.IM-02
GV.SC-08",Partial Gap,"Missing specification(s) in the CSF: 
'at least annually or upon significant changes'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,12.10.2,Partial Gap,"Missing specification(s) in PCI DSS:
'(exercise and test BCP) upon significant changes'."
Business Continuity Management and Operational Resilience,Communication,BCR-07,"Establish communication with stakeholders and participants in the
course of business continuity and resilience procedures.
","CC2.3
CC7.5
CC9.1",Partial Gap,"Missing specification(s) in TSC 2017:
'Establish communication in the course of business continuity'.","BCR-01
BCR-02",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"BC1.2
BC2.1",No Gap,N/A,01:07.40,Partial Gap,,"27001: 7.4
27001: A.5.30
27002: 5.30 other information (c)",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped ISO controls cover in part but inadequately the CCM   control objective.,"CP-2
CP-2(1)",No Gap,N/A,"ID.BE-3
ID.SC-5
RS.CO-4
RC.CO-3",No Gap,N/A,"GV.OC-01
GV.SC-08
ID.IM-02
RS.CO-03
RS.MA-01",Νο Gap,Ν/Α,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,12.10.1,No Gap,N/A
Business Continuity Management and Operational Resilience,Backup,BCR-08,"Periodically backup data stored in the cloud. Ensure the confidentiality,
integrity and availability of the backup, and verify data restoration from backup
for resiliency.
","A1.2
A1.3",No Gap,N/A,BCR-11,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Ensure the confidentiality, integrity and availability of the backup'","11.1
11.2
11.3
11.4
11.5",Partial Gap,"Missing specification(s) in CISv8:
'Periodically backup data stored in the cloud'",SY2.3,No Gap,N/A,"27001: A.12.3
27017: 12.3
27018: 12.3.1",Partial Gap,"Missing specification(s) in ISOs:
ISO does not specify the need to verify data restoration from backup for resiliency.","27001: A.8.13
27001: A.5.23
27001: A.5.30
27002: 8.13
27002: 5.23 2nd (i)",No Gap,N/A,"CP-4
CP-4(4)
CP-6
CP-6(1)-(3)
CP-9
CP-9(1)
CP-9(2)
CP-10
CP-10(2)
CP-10(4)",No Gap,N/A,"PR.IP-4
PR.DS-1",Partial Gap,"Missing specification(s) in the CSF: 
'(backup data stored) in the cloud'.","PR.DS-01
PR.DS-11
RC.RP-03",No Gap,N/A,"9.5.1
12.10.1",Partial Gap,"Missing specification(s) in PCI DSS:
'Periodically backup data stored in the cloud'
'verify data restoration from backup for resiliency'.","12.10.1
10.3.3",Partial Gap,"Missing specification(s) in PCI DSS:
'Periodically backup data stored in the cloud'.
'verify data restoration from backup for resiliency'."
Business Continuity Management and Operational Resilience,Disaster Response Plan,BCR-09,"Establish, document, approve, communicate, apply, evaluate and maintain
a disaster response plan to recover from natural and man-made disasters. Update
the plan at least annually or upon significant changes.
","A1.2
CC3.2",Partial Gap,"Missing specification(s) in TSC 2017:
'to recover from man-made disasters'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"BC1.4
BC2.1
BC2.2",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.5.29
27001: A.5.30
27002: 5.29
27002: 5.30",No Gap,N/A,"CP-2(1)
CP-2(2)
CP-2(3)
CP-2(5)
CP-2(6)
CP-2(7)
CP-2(8)
PE-13
PE-13(1)
PE-13(2)
PE-13(4)",No Gap,N/A,"PR.IP-9
PR.IP-10
RC.IM-1
RC.IM-2",Partial Gap,"Missing specification(s) in the CSF: 
'Update the plan at least annually or upon significant changes'.",ID.IM-04,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Business Continuity Management and Operational Resilience,Response Plan Exercise,BCR-10,"Exercise the disaster response plan annually or upon significant
changes, including if possible local emergency authorities.
",A1.3,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,BC2.3,Partial Gap,"Missing specification(s) in SOGP: 
'exercise the disaster response plan upon significant changes'.
'including local emergency authorities (if possible)'.",No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.5.5
27001: A.5.30
27002: 5.30 (b)(1)",No Gap,N/A,"AT-2
AT-2(1)
AT-3
AT-3(3)
AT-4
CP-3
CP-3(1)
IR-3
IR-3(2)
IR-3(3)
IR-9
IR-9(2)",No Gap,N/A,PR.IP-10,Partial Gap,"Missing specification(s) in the CSF: 
(exercise plan) 'annually'.
'local emergency authorities'.",ID.IM-02,Partial Gap,"Missing specification(s) in the CSF: 
(exercise plan) 'annually'
'including local emergency authorities'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Business Continuity Management and Operational Resilience,Equipment Redundancy,BCR-11,"Supplement business-critical equipment with redundant equipment independently
located at a reasonable minimum distance in accordance with applicable industry
standards.
","A1.2
CC3.2",No Gap,N/A,BCR-06,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,BC1.3,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.5.20
27001: A.7.11
27001: A.8.14
27002: 5.20 (t)
27002: 8.14 (c)",No Gap,N/A,"CP-2
CP-2(2)
CP-4(3)
CP-6
CP-6(1)
CP-7
CP-8
CP-8(1)-(3)
CP-9
CP-9(6)",No Gap,N/A,"ID.BE-4
ID.BE-5",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"GV.OC-04
GV.OC-05
PR.IR-03",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Change Control and Configuration Management,Change Management Policy and Procedures,CCC-01,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for managing the risks associated with applying changes
to organization assets, including application, systems, infrastructure, configuration,
etc., regardless of whether the assets are managed internally or externally
(i.e., outsourced). Review and update the policies and procedures at least annually.
","CC8.1
CC5.3",No Gap,N/A,"CCC-05
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'apply, evaluate policies and procedures for managing the risks associated with applying changes to organization assets'
'regardless of whether the assets are managed internally or externally (i.e., outsourced)'
Requirement of 'at least annually' in last sentence.",4.1,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(4.1) 'Establish and maintain a secure configuration process for
enterprise assets', 'Review and update documentation annually'.",SY2.4,Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 8.1
27001: 9.1
27001: 9.3
27001: A.5
27002: 5
27001: A.12.1.1
27001: A.12.1.2
27002: 12.1.2
27017: 12.1.2
27001: A.14.2.2
27001: A.14.2.3",Partial Gap,"Missing specification(s) in ISOs:
'Review and update the policies and procedures at least annually.'","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 8.1
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.37
27001: A.8.9
27001: A.8.32",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","CM-1
CM-9
CM-9(1)
CM-10
CM-10(1)
CM-11
PM-9
PS-8
SA-8
SA-8(1)
SA-8(24)
SI-12",No Gap,N/A,"ID.GV-1
PR.IP-1
PR.IP-2
PR.IP-3",Partial Gap,"Missing specification(s) in the CSF: 
'Review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
PR.PS-01
ID.IM-03",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, maintain policies and procedures'
'policies and procedures for managing the risks associated with applying changes to organization assets'
'at least annually'.","2.5
6.4
6.4.5
6.4.6
12.1
12.1.1
12.11
A3.2.2.1",Partial Gap,"Missing specification(s) in PCI DSS:
'approve policies and procedures for managing the risks associated with applying changes to organization assets'.","12.1.1
12.1.2
6.1.1
6.5.1",Partial Gap,"Missing specification(s) in PCI DSS:
'policies and procedures for managing the risks associated with applying changes
to organization assets'."
Change Control and Configuration Management,Quality Testing,CCC-02,"Follow a defined quality change control, approval and testing process
with established baselines, testing, and release standards.
",CC8.1,No Gap,N/A,CCC-03,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"SY2.4
SD1.4
SD2.1",Partial Gap,"Missing specification(s) in SOGP: 
'defined quality change control testing process'.","27001: A.14.2.2
27002: 14.2.2
27017: 14.2.2",Partial Gap,"Missing specification(s) in ISOs:
'Quality and baselines'","27001: A.8.32
27001: A.8.29",No Gap,N/A,"CM-2
CM-2(2)
CM-2(6)
CM-3
CM-3(2)
CM-3(7)
CM-4
CM-4(1)
CM-4(2)",No Gap,N/A,"PR.IP-2
PR.IP-3",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"ID.RA-07
PR.PS-01",No Gap,N/A,6.4.5.3,No Gap,N/A,6.5.1,Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control covers in part the high specificity of the CCM control
objective."
Change Control and Configuration Management,Change Management Technology,CCC-03,"Manage the risks associated with applying changes to organization
assets, including application, systems, infrastructure, configuration, etc.,
regardless of whether the assets are managed internally or externally (i.e.,
outsourced).
",CC8.1,No Gap,N/A,CCC-05,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'regardless of whether the assets are managed internally or externally (i.e., outsourced)'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,SY2.4,No Gap,N/A,"27001:A.5.1.1
27017: 5.1.1
27001: A.12.1.2
27002: 12.1.2
27001: A.12.1.4
27001: A.14.2.3
27001: A.15.2.2
27002: 15.2.2
27001: A.14.2.6
27002: 14.2.6",No Gap,N/A,"27001: A.5.22
27001: A.8.9
27001: A.8.29
27001: A.8.31
27001: A.8.32",No Gap,N/A,"CM-2
CM-2(2)
CM-2(3)
CM-2(7)
CM-3
CM-3(2)
CM-3(3)
CM-3(5)
CM-3(6)
CM-4
CM-4(1)
CM-5
CM-5(5)
CM-5(6)
CM-7
CM-7(2)-(7)
CM-11
CM-11(2)
CM-14
SA-10
SA-10(7)
SA-11
SA-11(9)",No Gap,N/A,PR.IP-3,Partial Gap,"Missing specification(s) in the CSF: 
'changes to organization assets, including application, systems, infrastructure'.",ID.RA-07,No Gap,N/A,12.2,No Gap,N/A,"12.3.1
6.5.1",No Gap,N/A
