sp800_53b_ctrl_id,sp800_53b_ctrl_domain,sp800_53b_ctrl_title,sp800_53b_ctrl_withdrawn,sp800_53b_baseline_privacy,sp800_53b_security_baseline_low,sp800_53b_security_baseline_moderate,sp800_53b_security_baseline_high
SC-13(3),System and Communication Protection,Cryptographic Protection | Individuals Without Formal Access Approvals,W: Incorporated into SC-13.,,,,
SC-13(4),System and Communication Protection,Cryptographic Protection | Digital Signatures,W: Incorporated into SC-13.,,,,
SC-14,System and Communication Protection,Public Access Protections,"W: Incorporated into AC-2, AC-3, AC-5, SI-3, SI-4, SI-5, SI-7, and SI-10.",,,,
SC-15,System and Communication Protection,Collaborative Computing Devices and Applications,,,x,x,x
SC-15(1),System and Communication Protection,Collaborative Computing Devices and Applications | Physical or Logical Disconnect,,,,,
SC-15(2),System and Communication Protection,Collaborative Computing Devices and Applications | Blocking Inbound and Outbound Communications Traffic,W: Incorporated into SC-7.,,,,
SC-15(3),System and Communication Protection,Collaborative Computing Devices and Applications | Disabling and Removal in Secure Work Areas,,,,,
SC-15(4),System and Communication Protection,Collaborative Computing Devices and Applications | Explicitly Indicate Current Participants,,,,,
SC-16,System and Communication Protection,Transmission of Security and Privacy Attributes,,,,,
SC-16(1),System and Communication Protection,Transmission of Security and Privacy Attributes | Integrity Verification,,,,,
SC-16(2),System and Communication Protection,Transmission of Security and Privacy Attributes | Anti-spoofing Mechanisms,,,,,
SC-16(3),System and Communication Protection,Transmission of Security and Privacy Attributes | Cryptographic Binding,,,,,
SC-17,System and Communication Protection,Public Key Infrastructure Certificates,,,,x,x
SC-18,System and Communication Protection,Mobile Code,,,,x,x
SC-18(1),System and Communication Protection,Mobile Code | Identify Unacceptable Code and Take Corrective Actions,,,,,
SC-18(2),System and Communication Protection,"Mobile Code | Acquisition, Development, and Use",,,,,
SC-18(3),System and Communication Protection,Mobile Code | Prevent Downloading and Execution,,,,,
SC-18(4),System and Communication Protection,Mobile Code | Prevent Automatic Execution,,,,,
SC-18(5),System and Communication Protection,Mobile Code | Allow Execution Only in Confined Environments,,,,,
SC-19,System and Communication Protection,Voice Over Internet Protocol,W: Technology-specific, addressed as any other technology or protocol.,,,
SC-20,System and Communication Protection,Secure Name/address Resolution Service (authoritative Source),,,x,x,x
SC-20(1),System and Communication Protection,Secure Name/address Resolution Service (authoritative Source) | Child Subspaces,W: Incorporated into SC-20.,,,,
SC-20(2),System and Communication Protection,Secure Name/address Resolution Service (authoritative Source) | Data Origin and Integrity,,,,,
SC-21,System and Communication Protection,Secure Name/address Resolution Service (recursive or Caching Resolver),,,x,x,x
SC-21(1),System and Communication Protection,Secure Name/address Resolution Service (recursive or Caching Resolver) | Data Origin and Integrity,W: Incorporated into SC-21.,,,,
SC-22,System and Communication Protection,Architecture and Provisioning for Name/address Resolution Service,,,x,x,x
SC-23,System and Communication Protection,Session Authenticity,,,,x,x
SC-23(1),System and Communication Protection,Session Authenticity | Invalidate Session Identifiers at Logout,,,,,
SC-23(2),System and Communication Protection,Session Authenticity | User-initiated Logouts and Message Displays,W: Incorporated into AC-12(1).,,,,
SC-23(3),System and Communication Protection,Session Authenticity | Unique System-generated Session Identifiers,,,,,
SC-23(4),System and Communication Protection,Session Authenticity | Unique Session Identifiers with Randomization,W: Incorporated into SC-23(3).,,,,
SC-23(5),System and Communication Protection,Session Authenticity | Allowed Certificate Authorities,,,,,
SC-24,System and Communication Protection,Fail in Known State,,,,,x
SC-25,System and Communication Protection,Thin Nodes,,,,,
SC-26,System and Communication Protection,Decoys,,,,,
SC-26(1),System and Communication Protection,Decoys | Detection of Malicious Code,W: Incorporated into SC-35.,,,,
SC-27,System and Communication Protection,Platform-independent Applications,,,,,
SC-28,System and Communication Protection,Protection of Information at Rest,,,,x,x
SC-28(1),System and Communication Protection,Protection of Information at Rest | Cryptographic Protection,,,,x,x
SC-28(2),System and Communication Protection,Protection of Information at Rest | Offline Storage,,,,,
SC-28(3),System and Communication Protection,Protection of Information at Rest | Cryptographic Keys,,,,,
SC-29,System and Communication Protection,Heterogeneity,,,,,
SC-29(1),System and Communication Protection,Heterogeneity | Virtualization Techniques,,,,,
SC-30,System and Communication Protection,Concealment and Misdirection,,,,,
SC-30(1),System and Communication Protection,Concealment and Misdirection | Virtualization Techniques,W: Incorporated into SC-29(1).,,,,
SC-30(2),System and Communication Protection,Concealment and Misdirection | Randomness,,,,,
SC-30(3),System and Communication Protection,Concealment and Misdirection | Change Processing and Storage Locations,,,,,
SC-30(4),System and Communication Protection,Concealment and Misdirection | Misleading Information,,,,,
SC-30(5),System and Communication Protection,Concealment and Misdirection | Concealment of System Components,,,,,
SC-31,System and Communication Protection,Covert Channel Analysis,,,,,
SC-31(1),System and Communication Protection,Covert Channel Analysis | Test Covert Channels for Exploitability,,,,,
SC-31(2),System and Communication Protection,Covert Channel Analysis | Maximum Bandwidth,,,,,
SC-31(3),System and Communication Protection,Covert Channel Analysis | Measure Bandwidth in Operational Environments,,,,,
SC-32,System and Communication Protection,System Partitioning,,,,,
SC-32(1),System and Communication Protection,System Partitioning | Separate Physical Domains for Privileged Functions,,,,,
SC-33,System and Communication Protection,Transmission Preparation Integrity,W: Incorporated into SC-8.,,,,
SC-34,System and Communication Protection,Non-modifiable Executable Programs,,,,,
SC-34(1),System and Communication Protection,Non-modifiable Executable Programs | No Writable Storage,,,,,
SC-34(2),System and Communication Protection,Non-modifiable Executable Programs | Integrity Protection on Read-only Media,,,,,
SC-34(3),System and Communication Protection,Non-modifiable Executable Programs | Hardware-based Protection,W: Moved to SC-51.,,,,
SC-35,System and Communication Protection,External Malicious Code Identification,,,,,
SC-36,System and Communication Protection,Distributed Processing and Storage,,,,,
SC-36(1),System and Communication Protection,Distributed Processing and Storage | Polling Techniques,,,,,
SC-36(2),System and Communication Protection,Distributed Processing and Storage | Synchronization,,,,,
SC-37,System and Communication Protection,Out-of-band Channels,,,,,
SC-37(1),System and Communication Protection,Out-of-band Channels | Ensure Delivery and Transmission,,,,,
SC-38,System and Communication Protection,Operations Security,,,,,
SC-39,System and Communication Protection,Process Isolation,,,x,x,x
SC-39(1),System and Communication Protection,Process Isolation | Hardware Separation,,,,,
SC-39(2),System and Communication Protection,Process Isolation | Separate Execution Domain Per Thread,,,,,
SC-40,System and Communication Protection,Wireless Link Protection,,,,,
SC-40(1),System and Communication Protection,Wireless Link Protection | Electromagnetic Interference,,,,,
SC-40(2),System and Communication Protection,Wireless Link Protection | Reduce Detection Potential,,,,,
SC-40(3),System and Communication Protection,Wireless Link Protection | Imitative or Manipulative Communications Deception,,,,,
SC-40(4),System and Communication Protection,Wireless Link Protection | Signal Parameter Identification,,,,,
SC-41,System and Communication Protection,Port and I/O Device Access,,,,,
SC-42,System and Communication Protection,Sensor Capability and Data,,,,,
SC-42(1),System and Communication Protection,Sensor Capability and Data | Reporting to Authorized Individuals or Roles,,,,,
SC-42(2),System and Communication Protection,Sensor Capability and Data | Authorized Use,,,,,
SC-42(3),System and Communication Protection,Sensor Capability and Data | Prohibit Use of Devices,W: Incorporated into SC-42.,,,,
SC-42(4),System and Communication Protection,Sensor Capability and Data | Notice of Collection,,,,,
SC-42(5),System and Communication Protection,Sensor Capability and Data | Collection Minimization,,,,,
SC-43,System and Communication Protection,Usage Restrictions,,,,,
SC-44,System and Communication Protection,Detonation Chambers,,,,,
SC-45,System and Communication Protection,System Time Synchronization,,,,,
SC-45(1),System and Communication Protection,System Time Synchronization | Synchronization with Authoritative Time Source,,,,,
SC-45(2),System and Communication Protection,System Time Synchronization | Secondary Authoritative Time Source,,,,,
SC-46,System and Communication Protection,Cross Domain Policy Enforcement,,,,,
SC-47,System and Communication Protection,Alternate Communications Paths,,,,,
SC-48,System and Communication Protection,Sensor Relocation,,,,,
SC-48(1),System and Communication Protection,Sensor Relocation | Dynamic Relocation of Sensors or Monitoring Capabilities,,,,,
SC-49,System and Communication Protection,Hardware-enforced Separation and Policy Enforcement,,,,,
SC-50,System and Communication Protection,Software-enforced Separation and Policy Enforcement,,,,,
SC-51,System and Communication Protection,Hardware-based Protection,,,,,
SI-1,System and Information Integrity,Policy and Procedures,,x,x,x,x
SI-2,System and Information Integrity,Flaw Remediation,,,x,x,x
SI-2(1),System and Information Integrity,Flaw Remediation | Central Management,W: Incorporated into PL-9.,,,,
SI-2(2),System and Information Integrity,Flaw Remediation | Automated Flaw Remediation Status,,,,x,x
SI-2(3),System and Information Integrity,Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions,,,,,
SI-2(4),System and Information Integrity,Flaw Remediation | Automated Patch Management Tools,,,,,
SI-2(5),System and Information Integrity,Flaw Remediation | Automatic Software and Firmware Updates,,,,,
SI-2(6),System and Information Integrity,Flaw Remediation | Removal of Previous Versions of Software and Firmware,,,,,
SI-3,System and Information Integrity,Malicious Code Protection,,,x,x,x
SI-3(1),System and Information Integrity,Malicious Code Protection | Central Management,W: Incorporated into PL-9.,,,,
SI-3(2),System and Information Integrity,Malicious Code Protection | Automatic Updates,W: Incorporated into SI-3.,,,,
SI-3(3),System and Information Integrity,Malicious Code Protection | Non-privileged Users,W: Incorporated into AC-6(10).,,,,
SI-3(4),System and Information Integrity,Malicious Code Protection | Updates Only by Privileged Users,,,,,
SI-3(5),System and Information Integrity,Malicious Code Protection | Portable Storage Devices,W: Incorporated into MP-7.,,,,
SI-3(6),System and Information Integrity,Malicious Code Protection | Testing and Verification,,,,,
SI-3(7),System and Information Integrity,Malicious Code Protection | Nonsignature-based Detection,W: Incorporated into SI-3.,,,,
SI-3(8),System and Information Integrity,Malicious Code Protection | Detect Unauthorized Commands,,,,,
SI-3(9),System and Information Integrity,Malicious Code Protection | Authenticate Remote Commands,W: Moved to AC-17(10).,,,,
SI-3(10),System and Information Integrity,Malicious Code Protection | Malicious Code Analysis,,,,,
SI-4,System and Information Integrity,System Monitoring,,,x,x,x
SI-4(1),System and Information Integrity,System Monitoring | System-wide Intrusion Detection System,,,,,
SI-4(2),System and Information Integrity,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,,,,x,x
SI-4(3),System and Information Integrity,System Monitoring | Automated Tool and Mechanism Integration,,,,,
SI-4(4),System and Information Integrity,System Monitoring | Inbound and Outbound Communications Traffic,,,,x,x
SI-4(5),System and Information Integrity,System Monitoring | System-generated Alerts,,,,x,x
SI-4(6),System and Information Integrity,System Monitoring | Restrict Non-privileged Users,W: Incorporated into AC-6(10).,,,,
SI-4(7),System and Information Integrity,System Monitoring | Automated Response to Suspicious Events,,,,,
SI-4(8),System and Information Integrity,System Monitoring | Protection of Monitoring Information,W: Incorporated into SI-4.,,,,
SI-4(9),System and Information Integrity,System Monitoring | Testing of Monitoring Tools and Mechanisms,,,,,
SI-4(10),System and Information Integrity,System Monitoring | Visibility of Encrypted Communications,,,,,x
SI-4(11),System and Information Integrity,System Monitoring | Analyze Communications Traffic Anomalies,,,,,
SI-4(12),System and Information Integrity,System Monitoring | Automated Organization-generated Alerts,,,,,x
SI-4(13),System and Information Integrity,System Monitoring | Analyze Traffic and Event Patterns,,,,,
SI-4(14),System and Information Integrity,System Monitoring | Wireless Intrusion Detection,,,,,x
SI-4(15),System and Information Integrity,System Monitoring | Wireless to Wireline Communications,,,,,
SI-4(16),System and Information Integrity,System Monitoring | Correlate Monitoring Information,,,,,
SI-4(17),System and Information Integrity,System Monitoring | Integrated Situational Awareness,,,,,
SI-4(18),System and Information Integrity,System Monitoring | Analyze Traffic and Covert Exfiltration,,,,,
SI-4(19),System and Information Integrity,System Monitoring | Risk for Individuals,,,,,
SI-4(20),System and Information Integrity,System Monitoring | Privileged Users,,,,,x
SI-4(21),System and Information Integrity,System Monitoring | Probationary Periods,,,,,
SI-4(22),System and Information Integrity,System Monitoring | Unauthorized Network Services,,,,,x
SI-4(23),System and Information Integrity,System Monitoring | Host-based Devices,,,,,
SI-4(24),System and Information Integrity,System Monitoring | Indicators of Compromise,,,,,
SI-4(25),System and Information Integrity,System Monitoring | Optimize Network Traffic Analysis,,,,,
SI-5,System and Information Integrity,"Security Alerts, Advisories, and Directives",,,x,x,x
SI-5(1),System and Information Integrity,"Security Alerts, Advisories, and Directives | Automated Alerts and Advisories",,,,,x
SI-6,System and Information Integrity,Security and Privacy Function Verification,,,,,x
SI-6(1),System and Information Integrity,Security and Privacy Function Verification | Notification of Failed Security Tests,W: Incorporated into SI-6.,,,,
SI-6(2),System and Information Integrity,Security and Privacy Function Verification | Automation Support for Distributed Testing,,,,,
SI-6(3),System and Information Integrity,Security and Privacy Function Verification | Report Verification Results,,,,,
SI-7,System and Information Integrity,"Software, Firmware, and Information Integrity",,,,x,x
SI-7(1),System and Information Integrity,"Software, Firmware, and Information Integrity | Integrity Checks",,,,x,x
SI-7(2),System and Information Integrity,"Software, Firmware, and Information Integrity | Automated Notifications of Integrity Violations",,,,,x
SI-7(3),System and Information Integrity,"Software, Firmware, and Information Integrity | Centrally Managed Integrity Tools",,,,,
SI-7(4),System and Information Integrity,"Software, Firmware, and Information Integrity | Tamper-evident Packaging",W: Incorporated into SR-9.,,,,
SI-7(5),System and Information Integrity,"Software, Firmware, and Information Integrity | Automated Response to Integrity Violations",,,,,x
SI-7(6),System and Information Integrity,"Software, Firmware, and Information Integrity | Cryptographic Protection",,,,,
SI-7(7),System and Information Integrity,"Software, Firmware, and Information Integrity | Integration of Detection and Response",,,,x,x
SI-7(8),System and Information Integrity,"Software, Firmware, and Information Integrity | Auditing Capability for Significant Events",,,,,
SI-7(9),System and Information Integrity,"Software, Firmware, and Information Integrity | Verify Boot Process",,,,,
SI-7(10),System and Information Integrity,"Software, Firmware, and Information Integrity | Protection of Boot Firmware",,,,,
SI-7(11),System and Information Integrity,"Software, Firmware, and Information Integrity | Confined Environments with Limited Privileges",W: Moved to CM-7(6).,,,,
SI-7(12),System and Information Integrity,"Software, Firmware, and Information Integrity | Integrity Verification",,,,,
SI-7(13),System and Information Integrity,"Software, Firmware, and Information Integrity | Code Execution in Protected Environments",W: Moved to CM-7(7).,,,,
SI-7(14),System and Information Integrity,"Software, Firmware, and Information Integrity | Binary or Machine Executable Code",W: Moved to CM-7(8).,,,,
SI-7(15),System and Information Integrity,"Software, Firmware, and Information Integrity | Code Authentication",,,,,x
SI-7(16),System and Information Integrity,"Software, Firmware, and Information Integrity | Time Limit on Process Execution Without Supervision",,,,,
SI-7(17),System and Information Integrity,"Software, Firmware, and Information Integrity | Runtime Application Self-protection",,,,,
SI-8,System and Information Integrity,Spam Protection,,,,x,x
SI-8(1),System and Information Integrity,Spam Protection | Central Management,W: Incorporated into PL-9.,,,,
SI-8(2),System and Information Integrity,Spam Protection | Automatic Updates,,,,x,x
SI-8(3),System and Information Integrity,Spam Protection | Continuous Learning Capability,,,,,
SI-9,System and Information Integrity,Information Input Restrictions,"W: Incorporated into AC-2, AC-3, AC5, and AC-6.",,,,
SI-10,System and Information Integrity,Information Input Validation,,,,x,x
SI-10(1),System and Information Integrity,Information Input Validation | Manual Override Capability,,,,,
SI-10(2),System and Information Integrity,Information Input Validation | Review and Resolve Errors,,,,,
SI-10(3),System and Information Integrity,Information Input Validation | Predictable Behavior,,,,,
SI-10(4),System and Information Integrity,Information Input Validation | Timing Interactions,,,,,
SI-10(5),System and Information Integrity,Information Input Validation | Restrict Inputs to Trusted Sources and Approved Formats,,,,,
SI-10(6),System and Information Integrity,Information Input Validation | Injection Prevention,,,,,
SI-11,System and Information Integrity,Error Handling,,,,x,x
SI-12,System and Information Integrity,Information Management and Retention,,x ,x,x,x
SI-12(1),System and Information Integrity,Information Management and Retention | Limit Personally Identifiable Information Elements,,x ,,,
SI-12(2),System and Information Integrity,"Information Management and Retention | Minimize Personally Identifiable Information in Testing, Training, and Research",,x ,,,
SI-12(3),System and Information Integrity,Information Management and Retention | Information Disposal,,x ,,,
SI-13,System and Information Integrity,Predictable Failure Prevention,,,,,
SI-13(1),System and Information Integrity,Predictable Failure Prevention | Transferring Component Responsibilities,,,,,
SI-13(2),System and Information Integrity,Predictable Failure Prevention | Time Limit on Process Execution Without Supervision,W: Incorporated into SI-7(16).,,,,
SI-13(3),System and Information Integrity,Predictable Failure Prevention | Manual Transfer Between Components,,,,,
SI-13(4),System and Information Integrity,Predictable Failure Prevention | Standby Component Installation and Notification,,,,,
SI-13(5),System and Information Integrity,Predictable Failure Prevention | Failover Capability,,,,,
SI-14,System and Information Integrity,Non-persistence,,,,,
SI-14(1),System and Information Integrity,Non-persistence | Refresh from Trusted Sources,,,,,
SI-14(2),System and Information Integrity,Non-persistence | Non-persistent Information,,,,,
SI-14(3),System and Information Integrity,Non-persistence | Non-persistent Connectivity,,,,,
SI-15,System and Information Integrity,Information Output Filtering,,,,,
SI-16,System and Information Integrity,Memory Protection,,,,x,x
SI-17,System and Information Integrity,Fail-safe Procedures,,,,,
SI-18,System and Information Integrity,Personally Identifiable Information Quality Operations,,x ,,,
SI-18(1),System and Information Integrity,Personally Identifiable Information Quality Operations | Automation Support,,,,,
SI-18(2),System and Information Integrity,Personally Identifiable Information Quality Operations | Data Tags,,,,,
SI-18(3),System and Information Integrity,Personally Identifiable Information Quality Operations | Collection,,,,,
SI-18(4),System and Information Integrity,Personally Identifiable Information Quality Operations | Individual Requests,,x ,,,
SI-18(5),System and Information Integrity,Personally Identifiable Information Quality Operations | Notice of Correction or Deletion,,,,,
SI-19,System and Information Integrity,De-identification,,x ,,,
SI-19(1),System and Information Integrity,De-identification | Collection,,,,,
SI-19(2),System and Information Integrity,De-identification | Archiving,,,,,
SI-19(3),System and Information Integrity,De-identification | Release,,,,,
SI-19(4),System and Information Integrity,"De-identification | Removal, Masking, Encryption, Hashing, or Replacement of Direct Identifiers",,,,,
SI-19(5),System and Information Integrity,De-identification | Statistical Disclosure Control,,,,,
SI-19(6),System and Information Integrity,De-identification | Differential Privacy,,,,,
SI-19(7),System and Information Integrity,De-identification | Validated Algorithms and Software,,,,,
SI-19(8),System and Information Integrity,De-identification | Motivated Intruder,,,,,
SI-20,System and Information Integrity,Tainting,,,,,
SI-21,System and Information Integrity,Information Refresh,,,,,
SI-22,System and Information Integrity,Information Diversity,,,,,
SI-23,System and Information Integrity,Information Fragmentation,,,,,
SR-1,Supply Chain Risk Management,Policy and Procedures,,,x,x,x
SR-2,Supply Chain Risk Management,Supply Chain Risk Management Plan,,,x,x,x
SR-2(1),Supply Chain Risk Management,Supply Chain Risk Management Plan | Establish SCRM Team,,,x,x,x
SR-3,Supply Chain Risk Management,Supply Chain Controls and Processes,,,x,x,x
SR-3(1),Supply Chain Risk Management,Supply Chain Controls and Processes | Diverse Supply Base,,,,,
SR-3(2),Supply Chain Risk Management,Supply Chain Controls and Processes | Limitation of Harm,,,,,
SR-3(3),Supply Chain Risk Management,Supply Chain Controls and Processes | Sub-tier Flow Down,,,,,
SR-4,Supply Chain Risk Management,Provenance,,,,,
SR-4(1),Supply Chain Risk Management,Provenance | Identity,,,,,
SR-4(2),Supply Chain Risk Management,Provenance | Track and Trace,,,,,
SR-4(3),Supply Chain Risk Management,Provenance | Validate as Genuine and Not Altered,,,,,
SR-4(4),Supply Chain Risk Management,Provenance | Supply Chain Integrity — Pedigree,,,,,
SR-5,Supply Chain Risk Management,"Acquisition Strategies, Tools, and Methods",,,x,x,x
SR-5(1),Supply Chain Risk Management,"Acquisition Strategies, Tools, and Methods | Adequate Supply",,,,,
SR-5(2),Supply Chain Risk Management,"Acquisition Strategies, Tools, and Methods | Assessments Prior to Selection, Acceptance, Modification, or Update",,,,,
SR-6,Supply Chain Risk Management,Supplier Assessments and Reviews,,,,x,x
SR-6(1),Supply Chain Risk Management,Supplier Assessments and Reviews | Testing and Analysis,,,,,
SR-7,Supply Chain Risk Management,Supply Chain Operations Security,,,,,
SR-8,Supply Chain Risk Management,Notification Agreements,,,x,x,x
SR-9,Supply Chain Risk Management,Tamper Resistance and Detection,,,,,x
SR-9(1),Supply Chain Risk Management,Tamper Resistance and Detection | Multiple Stages of System Development Life Cycle,,,,,x
SR-10,Supply Chain Risk Management,Inspection of Systems or Components,,,x,x,x
SR-11,Supply Chain Risk Management,Component Authenticity,,,x,x,x
SR-11(1),Supply Chain Risk Management,Component Authenticity | Anti-counterfeit Training,,,x,x,x
SR-11(2),Supply Chain Risk Management,Component Authenticity | Configuration Control for Component Service and Repair,,,x,x,x
SR-11(3),Supply Chain Risk Management,Component Authenticity | Anti-counterfeit Scanning,,,,,
SR-12,Supply Chain Risk Management,Component Disposal,,,x,x,x
